cmc_rank,name,symbol,market_pair_count,circulating_supply,total_supply,max_supply,is_active,last_updated,date_added,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,fully_dillutted_market_cap,market_cap_by_total_supply,dominance,ytd_price_change_percentage
1157,XMON,USD,26,1494.91777,10000.0,10000.0,True,2023-09-04 14:59:00+00:00,2021-02-18 00:00:00+00:00,1256.616641945355,24686.68653891,1878538.5481218384,-0.25637197,1.51696194,-4.97330981,0.2440953,-17.95758749,-31.5700535,12566166.42,12566166.41945355,0.0,-89.6935
1160,TENT,USD,4,38664687.5,38741780.0,84096000.0,True,2023-09-04 14:59:00+00:00,2018-07-10 00:00:00+00:00,0.0480096520447477,0.0,1856278.1932939056,-0.22874014,-0.38454484,-1.21668591,-11.13050112,-13.37338226,-9.56460421,4037419.7,1859979.3773941656,0.0,38.8379
1161,InsurAce,USD,39,44891926.0,100000000.0,100000000.0,True,2023-09-04 14:59:00+00:00,2021-03-15 00:00:00+00:00,0.0411763317168426,131710.0097649,1848484.8363839516,-0.15444968,1.20340628,-1.28633276,-22.55848324,-33.20403404,-40.27113961,4117633.17,4117633.171684261,0.0,-42.5746
1162,TrustVerse,USD,6,1000000000.0,1000000000.0,inf,True,2023-09-04 14:59:00+00:00,2019-07-18 00:00:00+00:00,0.0018378227073831,492060.44779066,1837822.7073831025,1.09221614,0.42223487,-9.97515267,-38.40107471,-38.00456531,-42.61313062,1837822.71,1837822.7073831025,0.0,-60.3691
1163,Revolve Games,USD,6,68717435.78913909,95000000.0,95000000.0,True,2023-09-04 14:59:00+00:00,2021-09-20 17:19:33+00:00,0.0267258750324621,8112.77786116,1836533.601451776,-0.00133219,3.70196813,7.3312857,5.47425521,-28.26963535,-27.32577632,2538958.13,2538958.1280839075,0.0,263.8894
1164,April,USD,7,84265543.0,121536265.0,125000000.0,True,2023-09-04 14:59:00+00:00,2021-06-09 00:00:00+00:00,0.0214929483400345,31704.54354211,1811114.962543956,-0.19544891,-0.02084351,-5.08857165,5.36463735,-18.26216218,-43.39099266,2686618.54,2612172.665085744,0.0,-13.358
1165,Venus Reward Token,USD,15,21999981080.0,30000000000.0,inf,True,2023-09-04 14:59:00+00:00,2021-05-11 00:00:00+00:00,8.231236788105263e-05,34384.30686829,1810870.5360331573,-0.20334224,-0.02044026,-3.94623587,-3.16362265,2.70298739,-45.11720237,2469371.04,2469371.036431579,0.0,-65.444
1166,Cheems Inu (new),USD,5,5723672214.0,9993444728.0,14476116114.0,True,2023-09-04 14:59:00+00:00,2021-11-28 03:00:00+00:00,0.0003162119783337,13434.54898941,1809893.714122631,-0.54126735,-13.01729499,51.08476413,72.37383401,79.61905788,79.43073675,4577521.31,3160046.927809473,0.0,0.0
1167,XCarnival,USD,18,790640622.37,1000000000.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2021-10-21 00:00:00+00:00,0.0022793109103125,140509.7367566,1802115.796704208,-0.09703237,-0.20200469,0.04766568,-5.68831263,-26.27346765,-36.43341675,2279310.91,2279310.910312502,0.0,-64.9954
1169,Juggernaut,USD,31,100210415.86298622,150000000.0,150000000.0,True,2023-09-04 14:59:00+00:00,2020-09-08 00:00:00+00:00,0.0178985971775235,63575.05333879,1793625.8665237036,-0.04255132,0.26059696,-6.07794475,-12.914453,-22.21412455,-18.77669332,2684789.58,2684789.576628528,0.0,-35.6239
1170,Etherisc DIP Token,USD,8,239742107.6008212,1000000000.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2020-08-14 00:00:00+00:00,0.0074623561889087,4482.77620979,1789041.0003970263,-2.69688783,-11.18424766,-14.88533245,-44.24539058,-43.75970763,-50.82363566,7462356.19,7462356.188908796,0.0,-31.8902
1171,Mithril,USD,43,1000000000.0,1000000000.0,inf,True,2023-09-04 14:59:00+00:00,2018-03-24 00:00:00+00:00,0.0017751722869754,98410.69192572,1775172.286975435,0.02977692,0.72939406,4.73915165,9.78113689,-5.53239194,-12.21499015,1775172.29,1775172.286975435,0.0,-33.9259
1172,Konomi Network,USD,18,100000000.0,100000000.0,100000000.0,True,2023-09-04 14:59:00+00:00,2021-03-04 00:00:00+00:00,0.0177181956037116,203732.85405954,1771819.560371162,-0.24957895,-0.68425107,-2.55615343,-12.90673465,-16.55743072,-20.9013901,1771819.56,1771819.560371162,0.0,21.5062
1173,Pickle Finance,USD,22,1908030.36801721,1912382.81269924,inf,True,2023-09-04 14:59:00+00:00,2020-09-12 00:00:00+00:00,0.92143072098177,321851.78558725,1758117.7976572097,-0.25563631,-1.63475633,1.99599615,-13.84109466,-5.00426378,-22.02864531,1762128.27,1762128.273898606,0.0,35.8193
1174,OpenLeverage,USD,35,188630573.0,1000000000.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2022-06-22 16:05:53+00:00,0.0093080337216905,138247.02165823,1755779.734425811,-0.31338115,1.34036616,-0.75718813,-19.40364448,-17.11889259,-34.28582959,9308033.72,9308033.72169055,0.0,-21.5229
1178,Ariva,USD,65,72553169190.0,93640000000.0,100000000000.0,True,2023-09-04 14:59:00+00:00,2021-09-01 10:41:36+00:00,2.3820392891305372e-05,351975.37537204,1728244.9956151522,0.00535735,-1.89263709,-6.99759366,-22.36590977,-31.84350472,-38.53838625,2382039.29,2230541.5903418357,0.0,-65.826
1179,X World Games,USD,44,1459870498.0,10000000000.0,10000000000.0,True,2023-09-04 14:59:00+00:00,2021-04-27 00:00:00+00:00,0.0011744042484651,100061.43277491,1714478.1150601418,-0.14474328,-2.56708774,1.06269161,5.40751861,-11.52041005,-6.78424267,11744042.48,11744042.48465155,0.0,28.5532
1180,Lattice Token,USD,12,28653895.88,100000000.0,100000000.0,True,2023-09-04 14:59:00+00:00,2020-11-09 00:00:00+00:00,0.0596207357125794,10157.90116542,1708366.3533972497,-0.25637049,3.58196226,-1.17451163,-40.40432339,-48.95113075,-39.45972101,5962073.57,5962073.571257946,0.0,-77.1995
1181,Mint Club,USD,23,1041314412631.2438,1149363840000.0,1149363840000.0,True,2023-09-04 14:59:00+00:00,2021-07-20 00:00:00+00:00,1.6339818385898286e-06,12880.14213812,1701488.8385012872,-0.17261242,0.44496459,-0.23315188,-9.31960144,-10.56742151,-27.54268021,1878039.64,1878039.6404918656,0.0,-40.9518
1183,Valencia CF Fan Token,USD,4,2490488.0,10000000.0,inf,True,2023-09-04 14:59:00+00:00,2021-09-01 06:30:09+00:00,0.6784407184795688,112258.59910007,1689648.4680847444,-0.37284314,-3.26195371,-8.20852952,-16.1721026,18.16814381,4.85953113,6784407.18,6784407.184795688,0.0,-7.0976
1185,MurAll,USD,16,9258413165.866432,22017205480.0,22020096000.0,True,2023-09-04 14:59:00+00:00,2021-03-02 00:00:00+00:00,0.0001823912045661,19302.51600757,1688653.1296933044,-0.2583468,-2.63939279,-4.43264379,-34.48658441,-36.77741297,-59.46769769,4016271.83,4015744.628677219,0.0,654.9284
1186,BlueMove,USD,25,50200000.0,300000000.0,300000000.0,True,2023-09-04 14:59:00+00:00,2023-02-14 03:21:38+00:00,0.0335669463343518,7279.95997505,1685060.7059844648,-0.13022192,13.61226652,35.49733089,23.44542519,-7.60371235,-39.64655237,10070083.9,10070083.900305567,0.0,0.0
1187,TitanSwap,USD,14,92615119.0,1000000000.0,10000000000.0,True,2023-09-04 14:59:00+00:00,2020-09-28 00:00:00+00:00,0.0181935337380385,425431.54958871,1684996.292178952,1.21268012,1.09464525,-14.5051372,-25.56899696,-35.44652924,-42.77824125,181935337.38,18193533.738038518,0.0,-73.8346
1188,TiFi Token,USD,23,78437208676358.73,980109852360116.0,1000000000000000.0,True,2023-09-04 14:59:00+00:00,2022-04-11 18:22:49+00:00,2.1211151928600237e-08,18612.7174879,1663743.5500895656,0.42839171,4.48960504,5.00996853,-15.78983452,-5.58972621,-15.88076776,21211151.93,20789258.98512836,0.0,-46.4144
1189,Modefi,USD,23,16076764.49902935,22000000.0,22000000.0,True,2023-09-04 14:59:00+00:00,2021-02-17 00:00:00+00:00,0.1031622935645835,93.19579142,1658515.8988175415,0.90501261,-3.47892667,-9.36698452,-13.96112471,-41.84102835,-56.01926206,2269570.46,2269570.458420839,0.0,-27.5427
1190,Vidya,USD,12,37938231.48732436,50000000.0,50000000.0,True,2023-09-04 14:59:00+00:00,2020-08-25 00:00:00+00:00,0.0437104696821339,153.42680071,1658297.917220472,-0.25637049,-0.29216637,-2.58984158,-29.7718029,-47.78734782,-49.80824843,2185523.48,2185523.484106699,0.0,-50.1083
1195,Kryptomon,USD,18,189843488.45144972,1000000000.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2021-08-17 00:00:00+00:00,0.0085560822131961,148330.40250205,1624316.49483055,-0.00829434,1.74663213,20.86387714,3.28941737,-2.57260771,-5.16776393,8556082.21,8556082.213196108,0.0,-3.8046
1197,Swarm Markets,USD,11,32769650.0,247181724.0,250000000.0,True,2023-09-04 14:59:00+00:00,2021-09-11 20:44:46+00:00,0.0490866188898306,20382.97563646,1608551.3207031395,-0.17478179,-7.32138803,-20.87757749,-12.11267463,-19.47925267,4.83821688,12271654.72,12133315.08251931,0.0,299.2012
1198,FIBOS,USD,5,1071593128.2369,1075771761.0869,inf,True,2023-09-04 14:59:00+00:00,2019-08-29 00:00:00+00:00,0.0014935430261649,1335.13064815,1600470.4435644592,-0.04594255,8.62510755,28.51254778,-45.49508003,47.15719934,71.40627384,1606711.41,1606711.4115164804,0.0,36.8593
1199,Decentral Games ICE,USD,38,356784669.03140324,425793603.0,inf,True,2023-09-04 14:59:00+00:00,2021-10-25 05:19:15+00:00,0.0044628881601443,13020.89289874,1592290.075141261,-0.11877295,-4.23541491,8.70700472,-7.29396347,-4.08404002,-12.12575414,1900269.23,1900269.2294938928,0.0,0.0565
1200,Super Zero Protocol,USD,14,400542831.0,598797803.0,647367590.0,True,2023-09-04 14:59:00+00:00,2019-07-19 00:00:00+00:00,0.0039535413370425,68653.49311657,1583562.639614558,1.04506646,-4.67564101,-6.55964623,-44.44830902,-64.93134533,-67.76230981,2559394.53,2367371.8666907763,0.0,-86.1077
1201,Strips Finance,USD,26,4125962.93367735,100000000.0,100000000.0,True,2023-09-04 14:59:00+00:00,2021-09-13 10:19:03+00:00,0.3832783245933952,19071.92989989,1581392.1605543045,-0.91324205,-0.50620126,-2.76518736,-8.25781602,-10.79257926,-16.86201209,38327832.46,38327832.45933952,0.0,-19.9362
1202,MetagamZ,USD,7,10000000000.0,10000000000.0,10000000000.0,True,2023-09-04 14:59:00+00:00,2022-02-24 15:59:43+00:00,0.000157630662044,0.0,1576306.620440409,-0.04594255,-0.0332048,0.00963095,-11.80495968,-33.15526373,-14.80689083,1576306.62,1576306.620440409,0.0,15.6687
1203,BiFi,USD,11,390645468.0,998206747.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2020-12-29 00:00:00+00:00,0.0040343033722097,101897.32603726,1575982.3288908475,0.17037131,-3.39596506,1.97819041,-11.80268105,-22.91179938,-26.17497227,4034303.37,4027068.845584604,0.0,-28.873
1204,yAxis,USD,5,931896.39717098,954180.59483165,11000000.0,True,2023-09-04 14:59:00+00:00,2020-09-29 00:00:00+00:00,1.6888087832976253,0.0,1573794.8206657632,-0.24714894,-0.40936479,-1.25820261,-11.15369497,-13.18825978,-11.29305193,18576896.62,1611428.5694038433,0.0,35.6893
1206,S.C. Corinthians Fan Token,USD,6,2268574.0,20000000.0,20000000.0,True,2023-09-04 14:59:00+00:00,2021-08-27 08:52:02+00:00,0.690537186959618,90995.74389886,1566534.7083697284,-0.35558209,-1.16542692,6.25677381,115.12647126,121.28252701,106.89856295,13810743.74,13810743.73919236,0.0,98.5343
1207,KINE,USD,18,20211925.0,100000000.0,100000000.0,True,2023-09-04 14:59:00+00:00,2021-03-11 00:00:00+00:00,0.0774369207602947,74611.34533754,1565149.234638021,0.20713263,2.04259083,3.0613884,4.71996971,24.99605194,-9.59766406,7743692.08,7743692.076029478,0.0,73.3781
1210,Realio Network,USD,20,6568515.0792935,55000000.0,75000000.0,True,2023-09-04 14:59:00+00:00,2020-06-25 00:00:00+00:00,0.2361425747333956,1140642.14586231,1551106.0629995018,0.14460328,-0.3675063,-8.22326966,1.29404931,12.15043408,46.89024574,17710693.11,12987841.610336762,0.0,1120.3537
1214,GAMEE,USD,81,414325963.0,3180000000.0,3180000000.0,True,2023-09-04 14:59:00+00:00,2021-04-02 00:00:00+00:00,0.0036656891956909,283218.05181646,1518790.2060633486,-0.26314708,-4.49911234,-22.13248369,-30.17025919,-51.34158892,-60.29053771,11656891.64,11656891.642297223,0.0,-46.0704
1216,BSCStation,USD,23,219264655.85109445,398894654.9710944,500000000.0,True,2023-09-04 14:59:00+00:00,2021-04-20 00:00:00+00:00,0.0069118232814732,81574.07122974,1515518.553115824,-0.20610738,-1.66572867,-6.03776438,-15.71628255,-24.56732597,-16.87927293,3455911.64,2757089.363084467,0.0,-20.7981
1219,THENA,USD,64,15291550.0,74860660.0,inf,True,2023-09-04 14:59:00+00:00,2023-01-28 21:22:17+00:00,0.0982599188395069,180670.43425361,1502546.4619302617,0.13794065,-1.55975058,-11.20948242,-52.97328567,-60.44599599,-49.27397361,7355802.38,7355802.375871921,0.0,0.0
1221,JulSwap,USD,43,592166808.131989,799383875.3500402,800000000.0,True,2023-09-04 14:59:00+00:00,2021-01-02 00:00:00+00:00,0.0024976251012387,111338.90466027,1479010.684110914,-0.20707005,2.45703684,9.56090414,85.45001366,58.93702194,73.40132966,1998100.08,1996561.2325998056,0.0,118.0489
1222,ZUSD,USD,10,1472237.0,2122424.0,inf,True,2023-09-04 14:59:00+00:00,2021-03-10 00:00:00+00:00,0.997563297397742,51360.77201139,1468649.5962709596,-0.02745531,-0.01359733,-0.15776437,-0.30817933,-0.37126767,-0.4038572,2117252.28,2117252.283916105,0.0,-4.6605
1225,Project TXA,USD,13,6709998.04,49697840.97,49712019.0,True,2023-09-04 14:59:00+00:00,2021-08-16 00:00:00+00:00,0.2093066377323014,43028.4161159,1404447.128942733,-0.2548804,-2.74579055,-26.8243452,-34.69218518,-29.24782985,-32.09358877,10405055.55,10402087.99598532,0.0,-69.4446
1227,Horizon Protocol,USD,14,79135706.0,217954435.0,inf,True,2023-09-04 14:59:00+00:00,2021-04-15 00:00:00+00:00,0.0175714557315779,48884.18970195,1390529.5547661711,-0.20692982,-0.48012138,-8.09205106,-22.04818461,-24.60764695,-33.79916359,3829776.71,3829776.7061035936,0.0,-27.762
1228,Sao Paulo FC Fan Token,USD,6,1947000.0,20000000.0,inf,True,2023-09-04 14:59:00+00:00,2021-11-17 03:18:00+00:00,0.6965682219432663,168786.69662714,1356218.3281235397,-0.8384715,-0.89840128,0.40818058,129.9768413,165.57152063,139.61668779,13931364.44,13931364.438865326,0.0,240.6019
1229,Aston Martin Cognizant Fan Token,USD,4,1662319.0,10000000.0,10000000.0,True,2023-09-04 14:59:00+00:00,2021-07-05 00:00:00+00:00,0.8100069777927067,766564.24871692,1346489.9893173943,5.43561117,3.44135905,0.16149281,31.57110863,48.45498497,15.36961822,8100069.78,8100069.777927067,0.0,264.4531
1231,PAID Network,USD,21,83070175.0,594717455.71,594717455.0,True,2023-09-04 14:59:00+00:00,2021-01-26 00:00:00+00:00,0.0161356593156396,97710.80305151,1340392.0430905677,-0.23373972,3.52569677,10.71506377,-22.84817285,-16.01451671,-6.06578662,9596158.24,9596158.254400585,0.0,20.3646
1232,Green Satoshi Token (BSC),USD,26,146830777.02,146830777.02,inf,True,2023-09-04 14:59:00+00:00,2021-12-22 01:37:42+00:00,0.0091279521994478,16664.00334388,1340264.3140463408,-0.02841806,0.83349701,-6.29816395,-23.16986545,-41.92610825,-37.84870996,1340264.31,1340264.3140463408,0.0,-33.782
1233,UniLayer,USD,17,25920321.0,40000000.0,40000000.0,True,2023-09-04 14:59:00+00:00,2020-08-19 00:00:00+00:00,0.0514150598037184,187295.76113183,1332694.8543465803,-0.13164665,1.50354069,2.92429152,-10.81951662,-0.92813056,-11.8292156,2056602.39,2056602.39214874,0.0,-4.2515
1234,DigitalBits,USD,22,3056622216.52,20000000000.0,20000000000.0,True,2023-09-04 14:59:00+00:00,2019-09-13 00:00:00+00:00,0.0004338517555664,242724.04799115,1326120.9147405482,-1.68781235,-4.14997777,-17.55178944,3.63195528,-14.61446146,-37.7963627,8677035.11,8677035.111328559,0.0001,-80.2848
1236,Everest,USD,16,116700000.0,800000000.0,800000000.0,True,2023-09-04 14:59:00+00:00,2021-02-17 00:00:00+00:00,0.0113410966165898,32562.13397501,1323505.9751560318,-0.25636045,7.77890289,-39.01208497,-63.76968644,-61.72409441,-57.2126996,9072877.29,9072877.293271856,0.0,-66.2079
1237,ArdCoin,USD,6,277807957.41,4700000000.0,4700000000.0,True,2023-09-04 14:59:00+00:00,2019-12-18 00:00:00+00:00,0.0047200754596654,0.0,1311274.5222707142,0.0,0.0,-14.45451454,-45.80718801,-28.41797139,-41.00899472,22184354.66,22184354.66042742,0.0,-41.6094
1244,LGCY Network,USD,11,12713925827.157898,100000000000.0,100000000000.0,True,2023-09-04 14:59:00+00:00,2020-08-21 00:00:00+00:00,0.000100725693178,13224.33193384,1280618.991954753,0.20264991,0.31173638,6.3695062,-5.88900306,-19.50470362,-30.07420961,10072569.32,10072569.317804692,0.0,-42.2657
1245,COVER Protocol,USD,15,79179.46003249,82000.0,82000.0,True,2023-09-04 14:59:00+00:00,2021-01-05 00:00:00+00:00,16.11291231547203,4977.36612013,1275811.6966899335,0.45258143,-1.31875452,-4.26631527,-0.25798981,13.60921311,30.02581355,1321258.81,1321258.8098687064,0.0,0.0
1246,CRYPTO20,USD,6,40394967.07675241,40656081.98016719,inf,True,2023-09-04 14:59:00+00:00,2018-01-22 00:00:00+00:00,0.0311053209386346,5.36146689,1256498.4152279624,-0.5338443,-2.24138342,1.19774784,284.24386055,48.6276308,43.78095313,1264620.48,1264620.4781005397,0.0,53.7643
1247,pSTAKE Finance,USD,29,44347373.0,500000000.0,500000000.0,True,2023-09-04 14:59:00+00:00,2021-12-13 21:16:22+00:00,0.0282961719767909,457022.97872395,1254860.893126895,-0.22066695,-2.17651763,-0.96279678,-17.86506462,-24.49423652,-38.82167432,14148085.99,14148085.988395467,0.0,-59.1042
1248,Polychain Monsters,USD,42,3410184.57337671,9166468.0705,inf,True,2023-09-04 14:59:00+00:00,2021-03-27 00:00:00+00:00,0.367411130399763,167255.97481741,1252939.7689761706,0.25008135,-3.25110544,-6.2425011,-18.87227282,-31.67186323,-2.52291975,3367862.4,3367862.39555574,0.0,-32.7721
1250,KING,USD,14,9270000000.0,10000000000.0,10000000000.0,True,2023-09-04 14:59:00+00:00,2023-05-06 12:39:21+00:00,0.0001326102215605,115974.56472091,1229296.7538659296,-0.94269581,0.98518171,-18.69530793,-5.99449111,21.55318725,24.87118475,1326102.22,1326102.215605102,0.0,0.0
1254,Revolt 2 Earn,USD,22,59815774993144.0,65424725966677.0,91131825151985.0,True,2023-09-04 14:59:00+00:00,2022-05-02 09:13:25+00:00,2.0013764330706283e-08,117804.23095599,1197138.8239713383,-0.26638814,-0.23238836,-0.61137568,-8.67587022,-21.29941052,-35.31520591,1823890.87,1309395.046898113,0.0,-58.3503
1255,Hiblocks,USD,8,10086444804.0,19970843711.0,20000000000.0,True,2023-09-04 14:59:00+00:00,2020-08-10 00:00:00+00:00,0.0001184427479497,140389.48159008,1194666.2396296936,-0.11921248,-0.52137795,-2.37023515,7.38824065,3.01401423,-5.40543523,2368854.96,2365401.6080067256,0.0,-79.0333
1256,Woonkly Power,USD,27,228584357.0,408889000.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2021-03-24 00:00:00+00:00,0.0051999176944563,269575.77072788,1188619.8426402253,0.13051043,1.2536762,-15.98521339,-62.7092166,-20.08654226,-23.3491644,5199917.69,2126189.14616856,0.0,-75.7365
1258,City Tycoon Games,USD,4,10000000.0,1000000000.0,1000000000.0,True,2023-09-04 14:59:00+00:00,2022-11-04 15:22:51+00:00,0.1173383856521874,12831.53992514,1173383.8565218744,-0.45298376,0.53201481,-8.45902084,-12.37666421,-1.43200969,5.30349294,117338385.65,117338385.65218744,0.0,5.081
1259,MetamonkeyAi,USD,5,6099376989.0,10000000000.0,10000000000.0,True,2023-09-04 14:59:00+00:00,2022-09-07 07:21:08+00:00,0.0001904052192319,86038.62515973,1161353.2127689826,-0.25576003,-0.16701333,-1.88530792,-29.02687988,-37.41185304,-41.61466526,1904052.19,1904052.192319708,0.0,-38.8864
1260,DuckDaoDime,USD,15,1037792.71823403,1472092.49864144,inf,True,2023-09-04 14:59:00+00:00,2020-08-17 00:00:00+00:00,1.111819641396962,19480.30579677,1153838.3278313377,-0.14385249,-0.48095952,-2.63100985,-15.25411704,-20.1630037,-36.10454181,1636701.35,1636701.3539426837,0.0,-16.6792
1261,All.Art Protocol,USD,13,1322324379.995801,4999971164.207844,5000000000.0,True,2023-09-04 14:59:00+00:00,2021-12-28 10:44:58+00:00,0.0008652450705003,46715.79492102,1144134.6513937386,0.04980945,0.02499138,-20.16314459,4.13370162,26.38718782,21.72626653,4326225.35,4326200.402474507,0.0,-78.0534
1262,Pillar,USD,17,259348201.0,800000000.0,800000000.0,True,2023-09-04 14:59:00+00:00,2017-07-24 00:00:00+00:00,0.0044091214753572,470.55942276,1143497.7226243576,-0.50797369,-0.49051939,-4.01635139,-13.11513813,-21.74812193,-22.40898163,3527297.18,3527297.180285766,0.0001,-5.9544
1263,Alfa Romeo Racing ORLEN Fan Token,USD,5,1659938.0,10000000.0,10000000.0,True,2023-09-04 14:59:00+00:00,2021-07-08 00:00:00+00:00,0.6877405510156623,524567.04191039,1141606.6747718365,-0.40647551,4.6394859,10.04224115,18.95695507,41.71120361,14.78920818,6877405.51,6877405.510156623,0.0,194.696
1266,ChainX,USD,12,12505374.7,12505374.7,21000000.0,True,2023-09-04 14:59:00+00:00,2019-08-01 00:00:00+00:00,0.0900078050199044,40078.37648833,1125581.327698446,0.69917823,1.80884827,-5.14534855,-0.17457169,-63.06229074,-72.0971204,1890163.91,1125581.327698446,0.0,-80.7749
1268,Voxel X Network,USD,7,220380548.0,500000000.0,500000000.0,True,2023-09-04 14:59:00+00:00,2021-12-10 02:57:10+00:00,0.0050483679588964,56042.34154433,1112562.0972872472,-0.20939688,-3.90549583,-12.20527176,32.80426785,19.30809676,-19.41499103,2524183.98,2524183.979448239,0.0,-28.5772
1269,All In,USD,4,981611.3043023,995994.41135858,1000000.0,True,2023-09-04 14:59:00+00:00,2022-12-08 14:44:20+00:00,1.1320018623841948,53089.88540539,1111185.824607582,-0.08936904,-1.04426695,-12.78632792,-24.47245425,-7.84806184,-40.59387801,1132001.86,1127467.5285821625,0.0,327.8703
