cmc_rank,name,symbol,market_pair_count,circulating_supply,total_supply,max_supply,is_active,last_updated,date_added,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,fully_dillutted_market_cap,market_cap_by_total_supply,dominance,ytd_price_change_percentage
1623,MotaCoin,USD,1,55883822.15391062,70689513.326034,inf,True,2023-09-04 15:00:00+00:00,2019-06-19 00:00:00+00:00,0.0046547427672471,3587.12043909,260124.8169770395,-0.12636533,-5.5199015,-6.2306185,-11.01988389,-3.5397942,11.83046088,329041.5,329041.5008745752,0.0,179.9832
1627,S4FE,USD,11,895310762.0,1000000000.0,inf,True,2023-09-04 15:00:00+00:00,2019-02-07 00:00:00+00:00,0.0002883796862323,0.0,258189.43662598715,-0.12592532,-0.2680102,-13.44985067,-21.13223639,-29.43562208,-24.76755897,288379.69,288379.6862323287,0.0,-13.2697
1628,Team Vitality Fan Token,USD,1,810204.0,7000000.0,7000000.0,True,2023-09-04 15:00:00+00:00,2021-07-22 00:00:00+00:00,0.3186024927063144,38040.68108894,258133.0140006268,-1.22602854,3.06151614,-7.518539,12.80073608,23.78110398,15.00223589,2230217.45,2230217.448944201,0.0,148.2257
1629,Unitrade,USD,15,19673817.29686499,50000000.0,inf,True,2023-09-04 15:00:00+00:00,2020-08-04 00:00:00+00:00,0.0130959251598913,0.0,257646.8389291205,0.0,0.0,0.0221313,0.06672794,225.67953987,220.92056032,654796.26,654796.2579945691,0.0,-69.1039
1630,Tokoin,USD,16,489256293.93,1893935377.68,1992959226.0,True,2023-09-04 15:00:00+00:00,2019-08-28 00:00:00+00:00,0.0005265790623192,330991.41078611,257632.1204914324,-0.20912478,0.20452351,-2.49360024,-18.10918869,-41.94200824,-60.47345713,1049450.6,997306.715271918,0.0,-78.6106
1632,StakeCubeCoin,USD,21,13048301.69928979,13048301.69928979,18000000.0,True,2023-09-04 15:00:00+00:00,2019-06-03 00:00:00+00:00,0.0195145578342595,2447.51676487,254631.8381496575,-0.1441485,-0.54384909,2.45254183,-12.52198221,-23.79105557,-16.21034479,351262.04,254631.8381496575,0.0,-80.9256
1633,Veil,USD,4,86077879.8014012,94918808.8014012,300000000.0,True,2023-09-04 15:00:00+00:00,2019-04-02 00:00:00+00:00,0.0029466656545154,19.08104038,253642.73202429945,-0.07771091,-0.14671169,-4.69347918,-5.6141672,-30.42526307,-16.93187754,883999.7,279693.9938626092,0.0,11.6811
1634,CyberVein,USD,14,1060404495.64999,2147483648.0,2147483648.0,True,2023-09-04 15:00:00+00:00,2018-04-17 00:00:00+00:00,0.0002390032848027,16980.16117546,253440.1576799455,0.93869782,-7.81603352,-4.99515401,1.95217977,22.88146668,4.88559013,513255.65,513255.6459321813,0.0,-78.0005
1635,SifChain,USD,95,2509307306.660986,2995058318.3429217,inf,True,2023-09-04 15:00:00+00:00,2021-02-22 00:00:00+00:00,0.0001009591458179,23328.08254174,253337.5222752903,-0.03227251,-2.91419829,-9.80990169,27.92145381,94.09871857,-2.9414389,302378.53,302378.5294949145,0.0,-85.3177
1636,Lanceria,USD,13,269152549.2201173,350000000.0,350000000.0,True,2023-09-04 15:00:00+00:00,2021-06-26 00:00:00+00:00,0.0009363204056594,1897.90422029,252013.0240700591,-0.20502919,5.36467806,4.00641464,-30.86775171,-31.30643842,-50.40160331,327712.14,327712.1419808124,0.0,25.594
1642,hiFLUF,USD,1,128763000.0,128763000.0,inf,True,2023-09-04 15:00:00+00:00,2022-08-08 09:53:30+00:00,0.0019172241750383,109032.80145459,246867.53645046035,-1.41999931,4.89145221,4.70770548,6.79468269,-38.74413489,-20.13009365,246867.54,246867.53645046035,0.0,-62.7609
1645,Burency,USD,9,193878224.01706943,700000000.0,700000000.0,True,2023-09-04 15:00:00+00:00,2020-08-30 00:00:00+00:00,0.0012249423368261,72.52546112,237489.6447871685,-0.03227251,12.9234553,-11.77101391,-49.11592374,-63.16863232,-60.21937104,857459.64,857459.6357782893,0.0,-45.8386
1646,Tokes,USD,1,199999574.0,999999999.866664,inf,True,2023-09-04 15:00:00+00:00,2017-03-26 00:00:00+00:00,0.0011825214802243,3.24947363,236503.7922907236,-0.03227251,-0.03046161,0.01278229,-9.29664802,-40.86064432,-62.64430298,1182521.48,1182521.4800666985,0.0,-24.174
1648,Sakura,USD,11,53000000.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-08-12 00:00:00+00:00,0.0044136789330358,25665.27609446,233924.9834509009,-2.88479292,-10.77168348,-20.17732051,-16.70177026,-14.03995605,20.16855525,4413678.93,4413678.933035867,0.0,-59.7029
1651,Amazy,USD,14,40923921.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-07-06 14:59:08+00:00,0.0056905935935338,294807.94654248,232881.402664884,-0.65658093,-0.90256436,-19.05324818,-16.74283326,-19.03801369,-32.83415282,5690593.59,5690593.593533816,0.0,-70.6932
1653,hiBAYC,USD,3,5980000.0,5980000.0,inf,True,2023-09-04 15:00:00+00:00,2022-07-29 02:16:15+00:00,0.0381545603551684,101842.96331582,228164.27092390708,0.07259791,-1.65367834,-4.03499497,-23.84466611,-61.81394578,-80.06497376,228164.27,228164.27092390708,0.0,-58.967
1654,AIPAD,USD,8,3800000.0,200000000.0,200000000.0,True,2023-09-04 15:00:00+00:00,2023-03-01 03:12:00+00:00,0.0599325926417485,162017.86952389,227743.85203864443,-0.64818952,-0.01763123,0.18039813,10.16448707,12.70265635,-21.2964877,11986518.53,11986518.528349709,0.0,0.0
1658,Deutsche eMark,USD,3,53653540.894704,210000000.0,210000000.0,True,2023-09-04 15:00:00+00:00,2013-12-15 00:00:00+00:00,0.0041375491264418,0.0,221994.1612593962,-0.12636533,-0.27100714,-1.02120842,-11.01988389,-14.25759485,-0.59514588,868885.32,868885.3165527947,0.0,397.7479
1659,Peanut,USD,9,50000000.0,50000000.0,50000000.0,True,2023-09-04 15:00:00+00:00,2021-02-14 00:00:00+00:00,0.0043974171093799,44453.48298208,219870.8554689983,0.33941739,1.53015568,-0.33111005,-22.10031384,-39.42288568,-44.39755663,219870.86,219870.8554689983,0.0,-57.9161
1664,Swop,USD,7,3286480.7411602,3578348.46341865,6000000.0,True,2023-09-04 15:00:00+00:00,2021-03-09 00:00:00+00:00,0.0645683448554201,20272.05277388,212202.6218559287,-1.06794452,-7.91405454,-6.80583976,5.15420811,-40.99106056,-37.05605995,387410.07,231048.0375988783,0.0,-75.8278
1665,Battle Hero,USD,14,49773308.87,957016347.0,957016347.0,True,2023-09-04 15:00:00+00:00,2021-10-07 07:19:24+00:00,0.0042627861002709,458.93982178,212172.969215531,-0.04190718,-0.20283936,-0.34584942,-1.17906777,-1.07852184,-2.34209689,4079555.98,4079555.9817237225,0.0,-8.7187
1666,ASPO World,USD,13,79936866.0,500000000.0,500000000.0,True,2023-09-04 15:00:00+00:00,2021-11-14 13:43:12+00:00,0.0026234353155149,1266.60546758,209709.19727598835,-0.05627827,2.34772121,9.1136815,-19.62193587,-10.05693523,0.79359639,1311717.66,1311717.657757488,0.0,16.8846
1668,Birdchain,USD,11,279797493.7785226,287504829.4830753,inf,True,2023-09-04 15:00:00+00:00,2019-08-02 00:00:00+00:00,0.0007390169788149,7983.16058379,206775.09853218717,-0.03227251,-0.03046161,0.01278229,0.22706141,8.10581278,-0.16087436,212470.95,212470.950479278,0.0,26.1877
1671,Aryacoin,USD,9,160459558.558571,200459553.558571,1200000000.0,True,2023-09-04 15:00:00+00:00,2019-05-27 00:00:00+00:00,0.0012717969466773,8138.93831044,204071.9766399875,-4.18513352,-4.93740554,-42.20940129,-53.45763057,-53.94929469,-65.96198219,1526156.34,254943.8481480971,0.0,-50.658
1672,hiPUNKS,USD,2,2975000.0,2975000.0,inf,True,2023-09-04 15:00:00+00:00,2022-08-08 09:53:30+00:00,0.0685422636508749,103791.03539591,203913.23436135307,0.67244932,-0.43701892,-0.0892121,-13.62288572,-32.42936429,-48.1070129,203913.23,203913.23436135307,0.0,-46.0046
1673,Gamerse,USD,25,170157314.0,999625453.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-07-28 00:00:00+00:00,0.0011957795195208,12994.28342867,203470.63117786992,-0.05485396,3.45175352,8.51931589,-24.34857698,-19.43671872,-5.45142822,1195779.52,1195331.6438891022,0.0,14.76
1674,CryptEx,USD,7,85000.0,100000.0,100000.0,True,2023-09-04 15:00:00+00:00,2021-03-09 00:00:00+00:00,2.391821046557217,0.0,203304.78895736343,0.0,0.0,-8.19557098,-18.19138011,-15.8772677,-26.16755153,239182.1,239182.1046557217,0.0,-24.953
1677,Stake DAO,USD,21,708604.0,41600000.0,41600000.0,True,2023-09-04 15:00:00+00:00,2021-01-21 00:00:00+00:00,0.2844949824684076,3533.9206536,201594.2825570435,0.49810837,-1.14376916,-12.12180223,-18.187705,-31.96660182,-31.13905831,11834991.27,11834991.270685757,0.0,-4.6985
1678,MoneySwap,USD,7,1348271983.0,1500000000.0,1500000000.0,True,2023-09-04 15:00:00+00:00,2021-01-05 00:00:00+00:00,0.0001492673382377,11502.56411257,201252.9701229416,-0.20088816,-1.16579477,-6.99727432,-8.61721473,-16.70340051,-25.94642594,223901.01,223901.0073566235,0.0,-70.7765
1679,Baanx,USD,8,19798720.78374066,248940003.28432944,250000000.0,True,2023-09-04 15:00:00+00:00,2021-07-19 00:00:00+00:00,0.0100859186267657,2629.46158296,199688.2867388644,0.86743704,0.56756155,-16.73853356,8.90818892,-32.23002569,-40.33214025,2521479.66,2510788.616072549,0.0,-79.0495
1681,HashBX,USD,59,629280962.755261,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2019-03-01 00:00:00+00:00,0.0003145579825418,43.30643367,197945.35009627303,-0.39158644,2.07296964,1.50548079,-0.35899684,-0.39534075,0.05669837,314557.98,314557.9825418263,0.0,-9.0999
1682,dAppstore,USD,2,257681354.8764021,1500000000.0,1500000000.0,True,2023-09-04 15:00:00+00:00,2021-06-09 00:00:00+00:00,0.0007671685660444,197616.47073346,197685.03551692647,-2.6110341,18.15787204,-20.2102796,-39.29491319,-43.31432173,-53.45692072,1150752.85,1150752.8490667103,0.0,-61.6489
1684,DeHive,USD,15,4019375.0,5614361.0,10000000.0,True,2023-09-04 15:00:00+00:00,2021-03-18 00:00:00+00:00,0.0490785139689677,9364.72571075,197264.9520840196,-0.17572464,-1.03052053,21.50279495,21.85667471,-17.23817295,-15.97957868,490785.14,275544.49476532754,0.0,-14.8987
1685,Lokr,USD,8,25628273.07001525,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-04-07 00:00:00+00:00,0.007692003501447,184828.58753078,197132.76619059837,0.49579311,0.21430099,-4.26655662,-8.67101379,-15.77671629,-13.72103126,769200.35,769200.3501447046,0.0,10.7829
1686,Ruff,USD,11,980500000.0,1880000000.0,inf,True,2023-09-04 15:00:00+00:00,2018-01-28 00:00:00+00:00,0.0002004169198921,25894.00902057,196508.78995428057,-0.04963805,2.10223451,-17.04468949,-12.58817412,-9.92964945,0.49730024,376783.81,376783.8093972947,0.0,-35.0334
1688,disBalancer,USD,5,6758118.57,7460000.0,10000000.0,True,2023-09-04 15:00:00+00:00,2021-04-15 00:00:00+00:00,0.0286883909403545,11255.10685619,193879.54755742988,-0.03227251,-1.06462925,-8.00106244,-10.54060263,-33.30119098,-27.01473984,286883.91,214015.396415045,0.0,-10.04
1690,OneRare,USD,7,8959526.89365906,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-08-19 00:00:00+00:00,0.021571270957939,33687.20089701,193268.38227806173,-0.0785753,0.00093738,-11.3728485,-22.99659368,-48.46662298,-48.990699,2157127.1,2157127.095793907,0.0,-15.9701
1692,HyperChainX,USD,4,577139032.6,999652591.0,999652591.0,True,2023-09-04 15:00:00+00:00,2022-10-18 08:13:55+00:00,0.0003332701798409,107134.43839039,192343.2291878466,-0.20478588,1.90476146,1.44483051,-14.28980676,-35.37154299,-37.10640278,333154.4,333154.3987810636,0.0,118.925
1693,Acquire.Fi,USD,7,35041183.0,300000000.0,300000000.0,True,2023-09-04 15:00:00+00:00,2022-05-17 09:04:52+00:00,0.0054550472182101,179508.5336614,191151.30784694117,-0.02847616,-3.20576461,-15.12079587,-12.18048549,-32.32842861,-55.22606723,1636514.17,1636514.1654630308,0.0,-79.2225
1694,Float Protocol (Bank),USD,14,287450.04477227,297247.60471574,inf,True,2023-09-04 15:00:00+00:00,2021-02-27 00:00:00+00:00,0.6642142554396082,25530.64121024,190928.41746449532,-0.73148469,-2.1671469,-7.75547878,-25.96316463,-32.49656622,-34.886338,197436.1,197436.09644747223,0.0,-46.6859
1695,GoWithMi,USD,3,2723550000.0,14900000000.0,inf,True,2023-09-04 15:00:00+00:00,2019-07-29 00:00:00+00:00,6.992528638861515e-05,19129.25108518,190445.0137437128,0.7872152,2.96493721,5.29331904,-20.26268475,-17.66291043,-22.09663145,1041886.77,1041886.7671903656,0.0,-21.7282
1697,yieldwatch,USD,17,19575543.78945322,20000000.0,20000000.0,True,2023-09-04 15:00:00+00:00,2021-03-01 00:00:00+00:00,0.0097145651234148,0.59369002,190167.894968902,-0.25157686,0.93920478,-1.20556907,-14.64478158,-35.17237337,-43.9513688,194291.3,194291.3024682966,0.0,-60.2976
1698,Dragon Kart,USD,9,41600060.54399792,42252777.77777778,100000000.0,True,2023-09-04 15:00:00+00:00,2021-10-11 11:45:46+00:00,0.0045581554943559,0.0,189619.54453416573,-0.03227251,-0.03046161,0.01278229,0.05737476,-0.06798648,-0.05851135,455815.55,192594.73117958027,0.0,-53.3672
1699,Sable Finance,USD,5,5178493.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2023-07-21 00:56:26+00:00,0.0365819069699229,16346.57651245,189439.1491703973,-0.15360709,-0.42601,-21.41637315,-43.94197912,-64.01366128,-64.01366128,3658190.7,3658190.696992297,0.0,0.0
1700,XTRABYTES,USD,3,430000000.0,650000000.0,650000000.0,True,2023-09-04 15:00:00+00:00,2017-04-20 00:00:00+00:00,0.0004396145946844,0.0,189034.27571431332,-0.12636533,41.28273988,20.18853264,-76.36465666,-85.8483409,-79.88235095,285749.49,285749.48654489225,0.0,-73.29
1701,The QWAN,USD,5,43533332.70630002,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2023-05-31 17:40:05+00:00,0.0042882647085059,141.77041975,186682.45428807463,-0.03227251,-0.03046161,20.7924651,-34.00274635,-60.78247072,-49.18600284,4288264.71,4288264.70850596,0.0,0.0
1703,DecentraWeb,USD,6,3357220.04348443,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-10-13 07:16:44+00:00,0.0547446399862694,0.0,183789.8026352429,0.0,0.12756993,-9.68249218,-29.67651868,-27.99032915,-27.94624077,5474464.0,5474463.998626943,0.0,-52.0826
1704,hiAZUKI,USD,1,21835000.0,21835000.0,inf,True,2023-09-04 15:00:00+00:00,2022-12-26 01:18:14+00:00,0.0083966022264452,116943.5384479,183339.8096144317,-0.26972554,3.54428144,-5.17975494,-8.7424595,-60.32944643,-78.50170282,183339.81,183339.8096144317,0.0,-51.6732
1705,Goons of Balatroon,USD,12,192380511.0,500000000.0,750000000.0,True,2023-09-04 15:00:00+00:00,2022-06-03 02:58:40+00:00,0.0009504735686297,16919.18531763,182852.59082498835,-0.26538842,-2.92168405,7.56207722,-8.59694672,23.54226599,-30.58691771,712855.18,475236.784314884,0.0,-81.646
1706,SPORT,USD,13,29316736.0,1250000000.0,1250000000.0,True,2023-09-04 15:00:00+00:00,2022-05-31 16:14:51+00:00,0.0062013103195608,78577.91371787,181802.1774926414,-0.41757017,-50.56566992,27.93922383,72.88700052,4.77689283,-17.74717416,7751637.9,7751637.899451076,0.0,-75.9679
1708,Pascal,USD,7,40621875.0,40621875.0,42000000.0,True,2023-09-04 15:00:00+00:00,2016-12-06 00:00:00+00:00,0.0043769539069439,59.95468984,177800.07448864024,0.78379491,0.81634097,29.82210278,-47.86987071,-46.26949017,-46.26916826,183832.06,177800.07448864024,0.0,-55.1417
1710,PolkaWar,USD,12,82822168.0,82822168.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-07-03 00:00:00+00:00,0.0021413123888704,22215.88487117,177348.13441151156,-0.20899239,2.37896557,12.61482151,-7.49195639,-25.11917827,-41.73493626,214131.24,177348.13441151156,0.0,-52.8746
1711,Novara Calcio Fan Token,USD,1,352746.0,1000000.0,inf,True,2023-09-04 15:00:00+00:00,2021-03-18 00:00:00+00:00,0.4978536147709886,14394.28521934,175615.87119600715,-0.11828307,-0.21333577,-2.62570585,19.65388674,19.32355276,23.86169716,497853.61,497853.6147709886,0.0,38.7633
1712,renDOGE,USD,29,3083732.53143,3083732.53143,inf,True,2023-09-04 15:00:00+00:00,2021-01-30 00:00:00+00:00,0.0569007784320844,0.0,175466.78151470944,0.0,0.0,0.0,0.0,-18.72861593,-15.10115103,175466.78,175466.78151470944,0.0,-26.7381
1713,hiGAZERS,USD,1,9994000.0,9994000.0,inf,True,2023-09-04 15:00:00+00:00,2022-11-25 10:06:19+00:00,0.0174629334399997,105382.15305229,174524.55679935793,1.36019729,0.42943276,8.18720165,-26.95351705,-50.17659029,-64.44761135,174524.56,174524.55679935793,0.0,-66.9536
1714,DinoX,USD,12,34011080.0,160000000.0,160000000.0,True,2023-09-04 15:00:00+00:00,2021-07-26 00:00:00+00:00,0.0050531414312688,14168.70392517,171862.79747019988,-0.01444948,-2.39313905,-0.60958282,-3.60336573,-12.44020003,-23.80557438,808502.63,808502.6290030184,0.0,-52.44
1715,AirNFTs,USD,12,112040000.0,886000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-07-15 00:00:00+00:00,0.0015312803203896,21.94970407,171564.6470964612,-0.2101185,0.5060511,1.49725546,-20.2583776,-22.05710009,-39.39415138,1531280.32,1356714.363865268,0.0,-36.2894
1717,Parachute,USD,8,999628334.0000002,999628334.0000002,inf,True,2023-09-04 15:00:00+00:00,2019-06-25 00:00:00+00:00,0.0001699312355352,0.0,169868.07787261484,-0.6168791,0.56107412,-1.72154341,-10.94369786,-20.61475561,-45.5859411,169868.08,169868.07787261484,0.0,-6.2641
1718,Launchblock.com,USD,4,1171992823.94,10000000000.0,10000000000.0,True,2023-09-04 15:00:00+00:00,2021-12-10 04:14:42+00:00,0.0001445390311764,229317.31815464,169398.7073180726,-5.45132866,4.14762394,3.16756729,-12.4208937,-32.39352992,-31.182821,1445390.31,1445390.311764784,0.0,-59.536
1719,KIRA,USD,15,12532083.0,300000000.0,300000000.0,True,2023-09-04 15:00:00+00:00,2020-09-07 00:00:00+00:00,0.0135036345166696,178014.91290409,169228.6685645689,-4.46496204,-22.91520876,-59.5807189,-62.05994813,-59.04902631,-59.18769175,4051090.36,4051090.355000894,0.0,-69.9943
1720,Cheems,USD,10,2550834901.3805,2775346214.0,7000000000.0,True,2023-09-04 15:00:00+00:00,2021-06-03 00:00:00+00:00,6.591806258476823e-05,426.48109694,168146.0946726109,-0.04376866,1.79271917,-15.55693947,-15.38598307,-17.69644627,-29.74387352,461426.44,182945.4454288516,0.0,-20.74
1721,Zyberswap,USD,20,3642450.0,3642450.0,20000000.0,True,2023-09-04 15:00:00+00:00,2023-02-06 22:19:34+00:00,0.0461606004844014,94698.62884593,168137.67923440813,-0.23678087,-19.0216166,-17.96232665,-49.05700733,-76.32495603,-81.81528038,923212.01,168137.67923440813,0.0,0.0
1722,Bitteam token,USD,3,460999998.0,460999998.0,500000000.0,True,2023-09-04 15:00:00+00:00,2022-10-18 05:01:49+00:00,0.0003607272585306,46924.64091504,166295.26546118248,0.08522092,-0.3990711,-2.42441764,26.61113308,-37.59771776,-38.30850368,180363.63,166295.26546118248,0.0,-55.272
1723,Mist,USD,30,56357088.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-04-16 00:00:00+00:00,0.0029250174833715,22256.4814204,164845.46771191113,-0.20507617,1.10136689,-19.85804059,-58.95117362,-70.60609848,-72.65711739,2925017.48,2925017.483371588,0.0,-71.8673
1724,Neutra Finance,USD,12,780527.59,5998325.21,6000000.0,True,2023-09-04 15:00:00+00:00,2023-03-02 14:01:30+00:00,0.2101488010767708,155.56889427,164026.9372458413,-0.2686703,-0.8456792,-2.80271541,-12.91669551,-70.76760135,-72.46977762,1260892.81,1260540.8513500695,0.0,0.0
1725,Propel,USD,9,37683673.0,100000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-12-08 07:54:19+00:00,0.0043426470445213,57551.99194795,163646.89118015778,-0.19930042,1.17288202,-13.97256912,-39.01460508,-39.68430479,-50.55975994,434264.7,434264.7044521318,0.0,-25.907
1726,ShopNEXT,USD,4,13820114.37355145,99997235.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-11-19 08:40:48+00:00,0.0117155753898592,8767.80002318,161910.59183981942,-0.04891491,6.63584277,5.39158416,32.76396155,16.92325544,-8.66313026,1171557.54,1171525.1454199718,0.0,0.0
1728,hiCOOLCATS,USD,1,156401000.0,156401000.0,inf,True,2023-09-04 15:00:00+00:00,2022-08-08 09:53:30+00:00,0.0010295833682426,105970.38968824,161027.86837652492,0.75025374,-0.51340624,-1.70499451,-10.92558686,-46.55764594,-42.87473179,161027.87,161027.86837652492,0.0,-67.8558
1729,FRAKT Token,USD,10,4727287.0,50000000.0,inf,True,2023-09-04 15:00:00+00:00,2021-10-11 06:35:11+00:00,0.0338959260655889,135.36338698,160235.7706428196,-0.15378019,0.25961605,4.16872427,-1.23828854,-22.89062475,-38.23434997,1694796.3,1694796.3032794455,0.0,-43.6243
1730,Nerve Finance,USD,19,46237771.0,100000000.0,136183990.0,True,2023-09-04 15:00:00+00:00,2021-03-09 00:00:00+00:00,0.0034565604490489,19073.00653328,159823.6504907807,-0.16633059,-1.39566627,0.41625296,-3.58385706,3.58643345,-21.41395413,470728.19,345656.0449048911,0.0,-24.392
1733,Polker,USD,17,193639424.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2021-06-15 00:00:00+00:00,0.0008233783954427,174.12663555,159438.51822758478,-0.02205733,-18.82768872,44.07542159,35.43176226,-32.96183879,-47.21640392,823378.4,823378.3954427833,0.0,-73.9488
1734,Peruvian National Football Team Fan Token,USD,11,22679998.0,98839999.0,100000000.0,True,2023-09-04 15:00:00+00:00,2022-06-13 13:04:03+00:00,0.0069995389015895,109921.2194036,158749.52828897402,-2.43689187,-3.69033603,-9.56873847,-3.58495143,-21.92185557,-43.42754966,699953.89,691834.4180335758,0.0,-52.3194
1735,Evedo,USD,3,15678468.46696576,17756589.687825,17756589.0,True,2023-09-04 15:00:00+00:00,2019-05-21 00:00:00+00:00,0.010085275995702,42124.54685339,158121.6816792618,-0.12636533,17.86153701,10.29065348,-3.60487421,-18.4401512,21.14966596,179080.1,179080.10774415257,0.0,-10.7897
1736,Impossible Finance,USD,7,6000661.0,15551000.0,21000000.0,True,2023-09-04 15:00:00+00:00,2021-07-16 00:00:00+00:00,0.0263082399038683,1114.2797091,157866.82916978668,-0.04190718,17.99399684,21.23311539,16.24893341,-3.74309256,-21.48103679,552473.04,409119.438745057,0.0,-53.2301
1737,IOI Token,USD,15,11363594.51,37500000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-06-05 00:00:00+00:00,0.0138006986160548,17328.5074265,156825.5430275649,-0.04984939,0.74045335,-23.77556122,-48.03310376,-71.40190584,-80.62049863,1380069.86,517526.198102055,0.0,-80.8298
1738,FYDcoin,USD,5,635025285.6897582,645785245.3265735,650000000.0,True,2023-09-04 15:00:00+00:00,2020-02-24 00:00:00+00:00,0.0002448595320005,132.55184015,155491.99426251755,-0.12364928,-2.05071783,4.83074938,-35.68452123,-72.6912998,59.40037315,159158.7,158126.67294353308,0.0,-67.8
1741,DomRaider,USD,9,591500000.0,1300000000.0,1300000000.0,True,2023-09-04 15:00:00+00:00,2017-10-19 00:00:00+00:00,0.0002585968204026,0.0,152960.01926814823,-0.12636533,-0.27100714,-1.02120842,-11.01988389,-14.25759485,-0.59514588,336175.87,336175.8665234027,0.0,55.5462
1743,Vidulum,USD,5,17071231.0,17086081.0,inf,True,2023-09-04 15:00:00+00:00,2020-05-26 00:00:00+00:00,0.0088371697122392,8.55615643,150861.36554383975,-0.11481713,-0.8784986,5.2819314,-6.10765022,-9.44742754,-13.2856243,0.0,150992.59751406653,0.0,-51.1109
1744,Color Platform,USD,2,137230262.068999,350000000.0,inf,True,2023-09-04 15:00:00+00:00,2019-10-03 00:00:00+00:00,0.0010895590984315,1.4731372,149520.48061742858,-0.03227251,-0.03046161,0.01278229,0.05737476,-0.06798648,-0.05851135,381345.68,381345.6844510545,0.0,-0.0096
1745,Kaizen Finance,USD,9,115343034.0,1000000000.0,1000000000.0,True,2023-09-04 15:00:00+00:00,2022-04-21 07:19:34+00:00,0.0012925217623414,87767.28060711,149083.38157948857,-0.44763772,-0.33746164,-7.38732362,-24.54046904,-37.64457199,-30.95522333,1292521.76,1292521.7623414395,0.0,-94.9884
1750,COGI,USD,6,61587047.0,663385412.0,680000000.0,True,2023-09-04 15:00:00+00:00,2021-10-23 23:55:57+00:00,0.002372992709626,53.08652131,146145.61353839896,-0.20510933,-0.08811464,2.37416074,-16.74718043,-23.72025854,-41.85691113,1613635.04,1574208.7463482958,0.0,-82.8435
1752,Helmet.insure,USD,22,43072096.79656716,50000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-01-16 00:00:00+00:00,0.0033526614298214,0.21420727,144406.15763138782,-0.20510933,0.48562354,-1.79291044,-15.44272739,-17.39288778,-44.00641661,335266.14,167633.07149107373,0.0,-56.2466
1753,Ekta,USD,13,34769778.352519,220500000.0,420000000.0,True,2023-09-04 15:00:00+00:00,2021-08-31 15:49:14+00:00,0.0041452279815912,9215.62085726,144128.65814058887,-0.07303791,-3.40948465,5.29164189,-31.03126363,-48.10057136,-62.99596157,1740995.75,914022.7699408794,0.0,-59.4236
1755,XcelToken Plus,USD,7,44999840391.0,50000000000.0,inf,True,2023-09-04 15:00:00+00:00,2019-09-27 00:00:00+00:00,3.1488881410473145e-06,2151.42725787,141699.46375624184,-0.0233981,1.58718651,29.33354001,1.90655577,-19.28152084,-4.51178307,157444.41,157444.4070523657,0.0,-30.3129
1756,Seigniorage Shares,USD,3,20683237.86010683,21000000.0,21000000.0,True,2023-09-04 15:00:00+00:00,2020-09-03 00:00:00+00:00,0.0068137445257491,19079.09240414,140930.29874406965,-0.12809917,-2.23929844,-7.29441862,14.55885459,18.75019176,20.45483761,143088.64,143088.63504073131,0.0,16.7058
1757,Hydro,USD,11,111111110.9,111111110.9,inf,True,2023-09-04 15:00:00+00:00,2018-05-02 00:00:00+00:00,0.0012629089505875,2413.28864517,140323.21646533615,-1.47726021,-1.10208659,-13.55279582,-37.67896097,-41.11216621,-52.53222625,140323.22,140323.21646533615,0.0,-29.286
1758,The HUSL,USD,4,10379879.07,70000000.0,100000000.0,True,2023-09-04 15:00:00+00:00,2021-08-27 13:13:13+00:00,0.0133948871723177,19331.41545894,139037.3090049527,-0.24319226,8.02396654,2.08913564,-15.74988035,-39.67678946,-57.20375736,1339488.72,937642.1020622436,0.0,-9.7433
1759,RaceFi,USD,2,46185335.0,200000000.0,200000000.0,True,2023-09-04 15:00:00+00:00,2021-11-24 05:26:43+00:00,0.003001046686165,0.0,138604.34655117095,0.0,0.0,3.31770425,-61.28887073,-65.6905088,-73.81012865,600209.34,600209.3372330024,0.0,-70.2709
